organization/TMC,Dataset ID,Donor ID,Organ ID,Direct Ancestor Tissue Sample ID,Dataset Name (optional),Organ/Tissue,Assay,Data Modality,Pipeline processed? (Blood / Ruffalo),TMC/RTI/TTD vs. HIVE processed?  (Blood / Ruffalo),Human Curated? (Briggs),TMC signed off on dataset,Donor metadata received,Donor metadata ingested? (Silverstein),Contains ID-able seq data (Brusko),Reference IRB,IRB data classification,File types included,"Size of data set (i.e. cells, or other relevant proxy)",Instrument name,Instrument model,Application software name,Application software version,globusUrl,localPath,createdBy,creationDate,Flow cell,Sequencing Library pool concentration,PhiX%,Sequencing read format,Paired/Single End,Sequencing Chemistry,reference genome,Preprocessing pipeline,# Cells returned post sequencing,% reads in cells,mean reads/cell,median genes/cell,Sample Index well ID,
VU,,VAN0001,VAN0001-RK,VAN0001-RK-1-1_5,VAN0001-RK-1-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~3,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-7,VAN0009-LK-102-7,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-7,VAN0009-LK-102-7,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-7,VAN0009-LK-102-7,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-7,VAN0009-LK-102-7,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-8,VAN0009-LK-102-8,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-8,VAN0009-LK-102-8,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0003,VAN0003-LK,VAN0003-LK-32-29_35,VAN0003-LK-32-29_35,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~3,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0005,VAN0005-RK,VAN0005-RK-4-224_228,VAN0005-RK-4-224_228,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~3,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0006,VAN0006-LK,VAN0006-LK-2-4_8,VAN0006-LK-2-4_8,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~3,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-13_18,VAN0009-LK-102-13_18,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~3,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-156-40,VAN0010-LK-156-40,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-156-40,VAN0010-LK-156-40,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-156-40,VAN0010-LK-156-40,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-156-40,VAN0010-LK-156-40,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-156-41,VAN0010-LK-156-41,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0010,VAN0010-LK,VAN0010-LK-156-41,VAN0010-LK-156-41,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0003,VAN0003-LK,VAN0003-LK-32-21,VAN0003-LK-32-21,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0003,VAN0003-LK,VAN0003-LK-32-21,VAN0003-LK-32-21,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0003,VAN0003-LK,VAN0003-LK-32-21,VAN0003-LK-32-21,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0003,VAN0003-LK,VAN0003-LK-32-21,VAN0003-LK-32-21,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0003,VAN0003-LK,VAN0003-LK-32-22,VAN0003-LK-32-22,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0003,VAN0003-LK,VAN0003-LK-32-22,VAN0003-LK-32-22,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0011,VAN0011-RK,VAN0011-RK-3-1_5,VAN0011-RK-3-1_5,kidney,Untargeted LC-MS,Liquid Chromatography MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,".txt, .pdf, .xlsx, .rmd, .yaml, .html, .raw","~3,000 proteins",Thermo Orbitrap Fusion Tribrid,Thermo Orbitrap Fusion Tribrid,Thermo Scientific XCalibur,4.2.28.14,,,,,,,,,,,,,,,,,,
VU,,VAN0004,VAN0004-LK,VAN0004-LK-203-112,VAN0004-LK-203-112,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0004,VAN0004-LK,VAN0004-LK-203-112,VAN0004-LK-203-112,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0004,VAN0004-LK,VAN0004-LK-203-112,VAN0004-LK-203-112,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0004,VAN0004-LK,VAN0004-LK-203-112,VAN0004-LK-203-112,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0004,VAN0004-LK,VAN0004-LK-203-113,VAN0004-LK-203-113,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0004,VAN0004-LK,VAN0004-LK-203-113,VAN0004-LK-203-113,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0005,VAN0005-RK,VAN0005-RK-4-172,VAN0005-RK-4-172,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0005,VAN0005-RK,VAN0005-RK-4-172,VAN0005-RK-4-172,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0005,VAN0005-RK,VAN0005-RK-4-172,VAN0005-RK-4-172,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0005,VAN0005-RK,VAN0005-RK-4-172,VAN0005-RK-4-172,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0005,VAN0005-RK,VAN0005-RK-4-173,VAN0005-RK-4-173,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0005,VAN0005-RK,VAN0005-RK-4-173,VAN0005-RK-4-173,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0006,VAN0006-LK,VAN0006-LK-2-85,VAN0006-LK-2-85,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0006,VAN0006-LK,VAN0006-LK-2-85,VAN0006-LK-2-85,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0006,VAN0006-LK,VAN0006-LK-2-85,VAN0006-LK-2-85,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0006,VAN0006-LK,VAN0006-LK-2-85,VAN0006-LK-2-85,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0006,VAN0006-LK,VAN0006-LK-2-86,VAN0006-LK-2-86,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0006,VAN0006-LK,VAN0006-LK-2-86,VAN0006-LK-2-86,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0007,VAN0007-LK,VAN0007-LK-203-103,VAN0007-LK-203-103,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0007,VAN0007-LK,VAN0007-LK-203-103,VAN0007-LK-203-103,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0007,VAN0007-LK,VAN0007-LK-203-103,VAN0007-LK-203-103,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0007,VAN0007-LK,VAN0007-LK-203-103,VAN0007-LK-203-103,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0007,VAN0007-LK,VAN0007-LK-203-104,VAN0007-LK-203-104,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0007,VAN0007-LK,VAN0007-LK-203-104,VAN0007-LK-203-104,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0008,VAN0008-RK,VAN0008-RK-403-100,VAN0008-RK-403-100,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0008,VAN0008-RK,VAN0008-RK-403-100,VAN0008-RK-403-100,kidney,MALDI IMS pos,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
VU,,VAN0008,VAN0008-RK,VAN0008-RK-403-100,VAN0008-RK-403-100,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0008,VAN0008-RK,VAN0008-RK-403-100,VAN0008-RK-403-100,kidney,PAS,Histological Stain,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.scn,,Leica SCN 400 Slide Scanner,Leica SCN 400 Slide Scanner,,,,,,,,,,,,,,,,,,,,
VU,,VAN0008,VAN0008-RK,VAN0008-RK-403-101,VAN0008-RK-403-101,kidney,Antibody-based MxIF,MxIF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0008,VAN0008-RK,VAN0008-RK-403-101,VAN0008-RK-403-101,kidney,AF,AF,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.tiff/.xlsx/.json/.txt/.xml/.czi,,Zeiss Axio Scan.Z1,Zeiss Axio Scan.Z1,Zen Blue Pro, 6.1.7601,,,,,,,,,,,,,,,,,,
VU,,VAN0009,VAN0009-LK,VAN0009-LK-102-40,VAN0009-LK-102-40,kidney,MALDI IMS neg,Imaging MS,N,,N,,Y,,N,https://drive.google.com/drive/folders/14eghe2dh_slmmbHXCpmUF8ZLCEl9gLM2,Consent or Waiver with Local Honest broker ,.csv/.ibd/.imzML/.tiff/.xlsx/.json/.txt/,"~500k pixels, ~100 Lipids",Bruker MALDI timsTOF Pro,Bruker MALDI timsTOF Pro,Bruker TimsControl,1.0.40.1746,,,,,,,,,,,,,,,,,,
